 Source Port, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,target
61009,16001,17,640432,836.9350688,6.245784096,213477.3333,367934.4835,638330,80,640432,0,640432,640432,2022,0,2022,2022,0,0,0,0,0,0,0,0,0
37843,465,6,3127342,837.1326193,9.273050405,111690.7857,163602.5224,726591,23,271209.4545,284764.0559,883922,4330,186463.9375,185990.6169,726591,37,0,0,0,0,0,0,0,0,0
34930,443,6,126608,837.2298749,31.59358018,42202.66667,72983.7136,126477,63,0,0,0,0,65.5,3.535533906,68,63,0,0,0,0,0,0,0,0,0
50602,465,6,3127469,838.697362,10.87141072,94771.78788,198562.0615,820053,31,231738.3077,277488.4351,820479,229,158985.4211,243416.5805,820053,31,0,0,0,0,0,0,0,0,0
42848,465,6,2618232,838.7339243,13.74973646,74806.62857,202194.3018,986562,75,183313.3571,297771.6385,988633,210,128383.1,257134.289,986562,768,0,0,0,0,0,0,0,0,0
443,61417,17,9800196,838.758735,2.448930613,426095.4783,1059251.013,4194956,68,888626,1437233.708,4219581,68,888688.2727,1424898.274,4195334,82,0,0,0,0,0,0,0,0,0
49539,32620,17,52453,838.8462052,38.12937296,52453,0,52453,52453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35523,4070,6,1990725,838.890354,5.023295533,221191.6667,441912.9596,1381635,18,455001.25,617987.68,1381635,132993,455180.5,734116.8555,1552373,1232,0,0,0,0,0,0,0,0,0
62078,443,17,8118737,839.2931068,1.601234281,676561.4167,2235402.038,7773559,1,1353122.833,3145865.87,7773559,88,1598590.2,3511103.962,7878827,1,218955,0,218955,218955,7773559,0,7773559,7773559,0
58167,443,6,9530023,839.4523287,2.098630822,501580.1579,1948654.522,8538511,10,953002.3,2667682.98,8538511,52,123894.375,120561.8764,387919,86,52,0,52,52,8538511,0,8538511,8538511,1
42919,465,6,2660006,839.4717907,13.53380406,76000.17143,203688.3748,1012658,105,186095.1429,298482.5607,1015520,663,129714.45,258764.1981,1012658,707,0,0,0,0,0,0,0,0,0
54269,443,6,3700021,839.7249637,3.513493572,308335.0833,663475.8399,2372016,22,616670.1667,870171.4842,2372016,86637,655885.2,1087504.96,2598691,86666,0,0,0,0,0,0,0,0,0
51413,54622,17,422706,839.8272085,4.731420893,422706,0,422706,422706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54420,443,6,9520793,840.2661417,1.995632087,528932.9444,2092261.635,8910034,54,1190099.125,3120060.342,8910116,945,1057835.444,2945143.811,8910100,797,610677,0,610677,610677,8910034,0,8910034,8910034,1
40273,40019,17,247485,840.4549771,8.081297856,247485,0,247485,247485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39094,443,6,5789916,840.5994146,4.145137857,251735.4783,919140.7793,4288796,10,482493,1252675.638,4288844,14,150106.5,410957.3047,1316172,25,0,0,0,0,0,0,0,0,0
44985,443,6,126074,840.7760522,31.72739819,42024.66667,71008.50792,124010,26,0,0,0,0,1032,1422.698844,2038,26,0,0,0,0,0,0,0,0,0
46711,443,6,7470292,841.0648473,3.882043701,266796.1429,1363364.555,7222574,7,676793.3636,2180369.179,7249722,7,465307.3125,1808891.323,7247940,14,149721,0,149721,149721,7222574,0,7222574,7222574,0
55553,443,6,9875534,841.6760046,3.949153534,259882.4737,1268822.27,7673441,3,615559.0625,1944140.213,7698423,3,469066.5714,1702749.435,7698512,6,110176,0,110176,110176,7673441,0,7673441,7673441,0
51413,12548,17,151983,842.1994565,13.15936651,151983,0,151983,151983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42902,465,6,2626056,842.3278102,13.70877087,75030.17143,217843.2796,1105385,38,184063.2143,322642.0248,1108927,360,128706.45,278806.9234,1105385,120,0,0,0,0,0,0,0,0,0
49674,53,17,132958,842.3712751,15.0423442,132958,0,132958,132958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41071,443,6,7664642,842.5703379,2.609384757,403402.2105,1533420.074,6724360,13,851626.8889,2205802.135,6724461,440,847071.7778,2207199.416,6724787,221,316681,0,316681,316681,6724360,0,6724360,6724360,1
42896,465,6,36792,842.5744727,108.7192868,12264,20920.97648,36421,56,18396,25491.19946,36421,371,0,0,0,0,0,0,0,0,0,0,0,0,0
37877,465,6,3106727,842.6874972,9.334582665,110954.5357,167743.652,782993,22,269467.7273,290489.5213,935528,948,184791.75,193796.959,782993,26,0,0,0,0,0,0,0,0,0
54685,443,6,2239019,842.7798067,2.679745013,447803.8,833469.973,1919731,39,1119509.5,1569640.583,2229413,9606,964674.5,1350653.855,1919731,9618,0,0,0,0,0,0,0,0,0
34936,443,6,125760,842.8753181,39.75826972,31440,62616.7948,125365,21,125451,0,125451,125451,197.5,187.383297,330,65,0,0,0,0,0,0,0,0,0
49539,40033,17,703471,842.9629651,8.52913624,140694.2,89836.4348,220606,43152,219856.5,226.9812768,220017,219696,218793,2563.969189,220606,216980,0,0,0,0,0,0,0,0,0
37850,465,6,3103709,843.5069138,9.343659473,110846.75,175924.5842,837320,15,268815.3636,299505.9668,994407,1542,184963.3125,203931.2607,837320,27,0,0,0,0,0,0,0,0,0
49539,30582,17,49767,843.9327265,40.18727269,49767,0,49767,49767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34251,443,6,4457992,844.1020083,2.691794871,405272,738647.3501,2567729,109,891598.4,983826.8554,2567729,204677,808881.6,1118643.351,2795071,165549,0,0,0,0,0,0,0,0,0
57665,47302,6,9799851,844.1965087,5.612330228,181478.7222,282121.9558,1847555,17,297189.1563,438398.5141,2137449,26,452324.1429,511550.8994,2239157,4287,0,0,0,0,0,0,0,0,0
37841,465,6,3108099,844.2459523,9.330462125,111003.5357,162475.0882,744923,15,269299.4545,281429.4756,895233,1859,184868.5,185969.7032,744923,45,0,0,0,0,0,0,0,0,0
36858,7124,6,9751019,844.4245673,8.409377523,120382.9506,138802.0261,561191,19,207468.4894,245273.7938,830745,65,287536.2727,218564.6134,812359,1583,0,0,0,0,0,0,0,0,0
41071,443,6,6361212,844.4931563,2.51524395,424080.8,1389254.568,5424005,21,908709.8571,1997904.585,5424005,447,908683.7143,2013810.982,5460369,156,587850,0,587850,587850,5424005,0,5424005,5424005,1
56911,6969,6,587185,844.7082265,13.62432623,83883.57143,143055.0322,295023,9,195722.6667,169260.7566,295301,289,98543,170426.0485,295334,26,0,0,0,0,0,0,0,0,0
55553,443,6,9978241,844.7380656,3.808286451,269682.1892,1551814.296,9451299,4,586955.3529,2291572.482,9476473,11,514806.7368,2170326.567,9476400,4,200752,0,200752,200752,9451299,0,9451299,9451299,0
49539,32620,17,52067,845.0650124,38.41204602,52067,0,52067,52067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42855,465,6,2603010,845.1753931,13.8301428,74371.71429,200179.0465,986489,42,181537.2143,293538.4644,987747,378,127404.95,254747.2736,986489,241,0,0,0,0,0,0,0,0,0
45184,443,6,9452816,845.5681355,8.251509392,122763.8442,454047.4488,3131505,19,300786.8065,730241.2195,3257960,45,207283.5333,613969.4949,3258503,19,0,0,0,0,0,0,0,0,0
37859,465,6,3102415,845.7927131,9.992215742,103413.8333,154223.6987,702222,15,227551.8462,267606.793,843691,614,184807.25,179926.0411,702222,46,0,0,0,0,0,0,0,0,0
42904,465,6,2630336,845.8995353,14.44682352,71090.16216,192214.1527,970345,19,161327.9375,275057.3342,971382,313,129036.85,249506.2483,970345,38,0,0,0,0,0,0,0,0,0
45337,443,6,8914324,846.2784166,2.692296129,387579.3043,1120297.214,5196489,38,810346.1818,1544265.321,5196527,484,810369.2727,1548162.509,5196543,699,3716423,0,3716423,3716423,5196489,0,5196489,5196489,1
50600,465,6,3137833,846.4440268,10.83550336,95085.84848,201627.8252,816803,35,252366.9167,285197.6458,840290,222,151554,243719.1901,816803,35,0,0,0,0,0,0,0,0,0
42903,60830,6,390919,846.7227226,35.81304567,30070.69231,30579.6234,67216,44,55845.57143,39651.43781,99708,1012,57043.8,16313.10101,68247,28199,0,0,0,0,0,0,0,0,0
51024,443,6,3778973,846.7909138,2.381599445,472371.625,1092224.13,3151662,54,944743.25,1479390.114,3151662,93,1259589,1639720.39,3151869,257411,0,0,0,0,0,0,0,0,1
42909,465,6,2594229,847.6506893,13.10601339,78613,210980.0804,1022893,48,195641.8462,311530.6236,1027442,582,133392.2105,267458.5058,1022893,48,0,0,0,0,0,0,0,0,0
34918,443,6,125047,847.6812718,39.98496565,31261.75,62316.26152,124736,17,125010,0,125010,125010,155.5,143.5426766,257,54,0,0,0,0,0,0,0,0,0
54453,443,6,3201989,847.9104706,2.810752941,400248.625,740196.2967,1611669,153,800376.5,923648.6773,1612774,153,1066834,922909.127,1611669,1241,0,0,0,0,0,0,0,0,1
46711,443,6,8759291,848.0138404,4.566579647,224597.2051,1167328.814,7233507,7,545874.3125,1815057.287,7258735,7,397000.1818,1555099.946,7263982,10,1413656,0,1413656,1413656,7233507,0,7233507,7233507,0
42854,465,6,2593765,848.9589458,13.10835793,78598.93939,208312.7916,991375,19,211484.5,312019.7269,992183,318,126373,258410.4232,991375,220,0,0,0,0,0,0,0,0,0
40273,40004,17,244959,849.1216898,8.164631632,244959,0,244959,244959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42850,465,6,2577795,849.5632896,13.18956705,78115,206628.1994,973341,20,210512.75,308767.1822,974295,414,125976.95,256170.3845,973341,20,0,0,0,0,0,0,0,0,0
40273,40004,17,250663,849.7464724,7.978840116,250663,0,250663,250663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44992,443,6,124629,850.5243563,32.09525873,41543,71623.88297,124247,61,0,0,0,0,191,183.8477631,321,61,0,0,0,0,0,0,0,0,0
42918,465,6,2610358,850.841149,13.79121178,74581.65714,197809.9967,959809,34,182347.6429,297500.554,981534,233,127856.7,251391.99,959809,34,0,0,0,0,0,0,0,0,0
15685,60592,17,51707,850.9486143,38.67948247,51707,0,51707,51707,51707,0,51707,51707,0,0,0,0,0,0,0,0,0,0,0,0,0
37846,465,6,3110150,851.0843528,9.967364918,103671.6667,157757.4951,734015,23,245989.5833,272996.8437,883225,420,174486.5294,181893.6257,734015,34,0,0,0,0,0,0,0,0,0
46983,443,6,124499,851.4124611,32.12877212,41499.66667,71811.98218,124421,27,0,0,0,0,39,16.97056275,51,27,0,0,0,0,0,0,0,0,0
443,61417,17,7839416,851.4664868,2.806331492,373305.5238,1109964.124,4897274,56,781448.7,1557738.72,4922333,56,781437,1554485.373,4922126,69,0,0,0,0,0,0,0,0,0
40273,40004,17,245456,851.4764357,8.148099863,245456,0,245456,245456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60563,443,6,124459,851.6860974,32.13909802,41486.33333,71756.84462,124344,50,124394,0,124394,124394,115,0,115,115,0,0,0,0,0,0,0,0,0
1430,53,17,127956,851.8553253,15.63037294,127956,0,127956,127956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46711,443,6,9980016,852.0026421,4.809611528,212340.766,881236.1286,4981607,2,475238.8571,1296082.417,5006943,2,344968,1180702.157,5007485,5,0,0,0,0,0,0,0,0,0
46711,443,6,8671304,852.1209728,4.61291635,222341.1282,1168592.807,7256180,3,540371.1875,1818059.178,7281515,3,392985.9091,1556167.313,7282205,5,1307417,0,1307417,1307417,7256180,0,7256180,7256180,0
46711,443,6,8356303,852.6497902,4.547465548,225846.027,1131838.847,6819346,2,555400.4,1768837.768,6845400,2,396703.4286,1501777.694,6844639,5,1438162,0,1438162,1438162,6819346,0,6819346,6819346,0
443,47699,6,8506170,852.6751758,7.523950262,135018.5714,811082.5761,6302796,8,236282.5,1075637.696,6341304,8,324675.8462,1253729.756,6302810,16,38508,0,38508,38508,6302796,0,6302796,6302796,0
43731,443,6,6330801,853.1305912,2.843242111,372400.0588,1358000.887,5633966,35,703422.3333,1852394.547,5634019,51,896966.8571,2109310.59,5674661,2521,363425,0,363425,363425,5633966,0,5633966,5633966,1
50816,443,17,3814935,853.2255464,5.766808609,181663.5714,447423.0235,1869239,64,346812.2727,584125.8231,1869239,64,420969.4444,645156.6669,1895477,191,0,0,0,0,0,0,0,0,0
49039,6969,6,581309,853.2467242,13.76204394,83044.14286,141603.6906,296592,9,193763.6667,167767.6587,297123,191,99126,171215.9993,296829,27,0,0,0,0,0,0,0,0,0
37845,465,6,3101969,853.3289662,10.63840419,96936.53125,151730.471,716079,19,211302.4286,262781.4526,863275,338,174091.9412,180840.6251,716079,33,0,0,0,0,0,0,0,0,0
57066,443,17,4467993,853.4033066,4.700096889,223399.65,605445.3421,2672866,1,406181.1818,786922.5262,2672866,76,552108.75,909455.0265,2699220,1,0,0,0,0,0,0,0,0,0
41071,443,6,9441701,853.4479116,2.436001733,429168.2273,1398274.126,6477365,41,944152.2,2006039.949,6477528,2028,858311.9091,1924102.108,6478098,1284,559199,0,559199,559199,6477365,0,6477365,6477365,1
44946,443,6,124187,853.5514989,32.20949053,41395.66667,71599.80643,124072,43,0,0,0,0,57.5,20.50609665,72,43,0,0,0,0,0,0,0,0,0
40273,40004,17,244792,853.7860714,8.170201641,244792,0,244792,244792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49624,40273,17,9971020,853.974819,8.123542025,124637.75,861263.9154,7723689,6,243195.6098,1200899.273,7723689,6,256068.3684,1245257.372,7726798,53,614916,0,614916,614916,7723689,0,7723689,7723689,0
44990,443,6,124090,854.2187122,32.23466839,41363.33333,71264.25315,123652,60,0,0,0,0,219,224.8599564,378,60,0,0,0,0,0,0,0,0,0
42322,5619,6,8914847,854.3051833,5.384276365,189677.5957,499158.2093,2016278,15,371451.9583,654857.2989,2017863,16,402221.1364,708061.8268,2070848,86,0,0,0,0,0,0,0,0,0
42322,5619,6,8914521,854.3364248,5.384473266,189670.6596,499288.4579,2016583,0,371438.375,654471.7993,2016831,80,402289.3182,707905.3802,2070997,0,0,0,0,0,0,0,0,0,0
42899,465,6,2604867,854.9380832,13.82028334,74424.77143,209365.1308,1029325,25,182237.3571,308137.1191,1032571,343,127704.9,267428.5348,1029325,221,0,0,0,0,0,0,0,0,0
37849,465,6,3092291,855.3528759,10.6716994,96634.09375,156333.5416,752593,16,220876.2143,269956.5888,937274,289,173466.2941,185944.894,752593,35,0,0,0,0,0,0,0,0,0
38497,443,6,3358001,855.5685362,2.680165968,419750.125,734039.1295,2000500,45,671600.2,855308.5541,2000550,45,1099730.5,1273946.912,2000547,198914,0,0,0,0,0,0,0,0,0
42923,465,6,2569283,855.8808041,13.23326391,77857.06061,204938.5395,981221,104,193914.6154,299652.2761,982284,967,131830.3684,259678.009,981221,838,0,0,0,0,0,0,0,0,0
11812,53,17,127332,856.0299061,15.70697075,127332,0,127332,127332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15685,21315,17,49053,856.2167452,40.77222596,49053,0,49053,49053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39099,24011,6,9850309,856.5213538,9.948926475,101549.5773,138203.4822,515313,24,197006.18,226209.873,883783,60,205629.087,190853.8507,966983,93,0,0,0,0,0,0,0,0,0
52872,13111,6,364217,856.6321726,21.9649275,52031,83511.42306,234013,46,91054.25,166726.1518,340980,373,145697,124897.685,234013,57381,0,0,0,0,0,0,0,0,0
38497,443,6,5308728,856.7023965,2.260428487,482611.6364,1297320.077,4282598,13,884788,1714402.223,4282646,53,1327147.5,2028765.808,4282654,66,0,0,0,0,0,0,0,0,0
48847,443,6,5002789,856.7221204,2.398662026,454799,1082561.186,3585672,53,1000534.8,1499138.353,3585672,675,1000528.2,1499261.671,3585883,632,0,0,0,0,0,0,0,0,1
34777,30735,6,9438038,856.9577702,5.72152814,178076.1887,229071.0909,841925,22,357375.6923,382287.0201,1044614,42,352206.9231,424886.3846,1165075,22,0,0,0,0,0,0,0,0,0
37825,465,6,3050938,857.1134517,10.81634566,95341.8125,126799.7224,480187,18,193684.4,226758.4467,659564,448,181746,146241.5938,480187,42,0,0,0,0,0,0,0,0,0
51024,443,6,6764267,857.2990983,1.921863818,563688.9167,1700690.888,5946331,11,1127377.833,2366567.109,5946331,37,1352820.2,2573030.274,5946646,84,382685,0,382685,382685,5946331,0,5946331,5946331,1
54420,443,6,9929283,857.4637262,2.215668543,472823,1980437.439,9109957,17,827440.25,2609801.137,9109957,80,1225272.5,3187376.294,9110204,313,127186,0,127186,127186,9109957,0,9109957,9109957,1
3340,53,17,127117,857.4777567,15.73353682,127117,0,127117,127117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58167,443,6,8762801,857.6024949,2.51061276,417276.2381,1079280.132,3743360,23,876264.2,1463463.586,3743360,190,876260.8,1463692.184,3743607,83,0,0,0,0,0,0,0,0,1
50604,465,6,3070155,857.6114235,10.42292653,99037.25806,200680.2868,817086,41,269558.9091,277063.4514,826704,4747,156031.6316,240210.9274,817086,1296,0,0,0,0,0,0,0,0,0
37880,465,6,3044327,857.9893027,9.525914923,108725.9643,166990.999,773233,40,263849.4545,282372.1736,916793,1818,181235.5,191757.8078,773233,40,0,0,0,0,0,0,0,0,0
38497,443,6,5297209,858.5653313,2.265343882,481564.4545,1072021.354,2732311,4,882868.1667,1368719.692,2732336,13,1324291.25,1530644.846,2732374,15,0,0,0,0,0,0,0,0,0
44976,443,6,123444,858.6889602,32.40335699,41148,71086.86177,123232,38,0,0,0,0,106,96.16652224,174,38,0,0,0,0,0,0,0,0,0
443,57866,6,8698694,858.8645606,2.069276147,511687.8824,965676.2339,2988805,18,1087334.5,1190074.309,2988850,99,1087331.125,1190117.175,2988961,82,0,0,0,0,0,0,0,0,0
1058,53,17,232812,859.0622477,8.590622477,232812,0,232812,232812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49539,40033,17,112894,859.2130671,17.71573334,112894,0,112894,112894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40273,56230,17,51202,859.341432,39.06097418,51202,0,51202,51202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37851,465,6,3045907,859.5140955,9.520973556,108782.3929,162385.5043,746791,17,263899.7273,279532.5587,889813,341,181304.4375,185160.2189,746791,28,0,0,0,0,0,0,0,0,0
37879,465,6,3086011,859.6858534,10.04533036,102867.0333,158492.4314,733307,24,245031.75,274520.1733,878924,1067,173103.3529,183743.1326,733307,46,0,0,0,0,0,0,0,0,0
42905,465,6,2595127,859.6881771,14.64282866,70138.56757,196675.79,980517,23,159031.375,283542.5262,986242,391,127354.25,256809.1334,980517,138,0,0,0,0,0,0,0,0,0
10715,993,6,1522545,859.7447038,18.39026104,56390.55556,70189.23129,266773,38,152254.5,105741.4566,318577,827,90873.5,74156.25564,266773,78,0,0,0,0,0,0,0,0,0
34914,443,6,123264,859.9428868,32.45067497,41088,71084.23194,123169,37,0,0,0,0,47.5,14.8492424,58,37,0,0,0,0,0,0,0,0,0
37852,465,6,3078094,859.9477469,10.07116742,102603.1333,160806.9295,757246,17,244739.9167,279652.6486,900823,36,172574.6471,187636.1015,757246,26,0,0,0,0,0,0,0,0,0
52719,47872,6,670933,859.9964527,10.43323253,111822.1667,144336.3756,306434,22,167733.25,170753.4901,323256,1262,288297,0,288297,288297,0,0,0,0,0,0,0,0,0
44923,443,6,9973948,860.2411001,10.22664245,98751.9604,352756.2775,2531995,19,243267.0244,576511.003,2662686,47,144431.2373,456887.8385,2662419,19,0,0,0,0,0,0,0,0,0
5516,465,6,36032,860.3463588,83.25932504,18016,25318.66541,35919,113,18016,25318.66541,35919,113,0,0,0,0,0,0,0,0,0,0,0,0,0
443,61417,17,5558094,860.3668812,2.518849088,427545.6923,999444.3613,3442400,61,922291.8333,1380580.824,3467556,61,922239,1375099.326,3467233,112,0,0,0,0,0,0,0,0,0
46711,443,6,8806005,860.5491366,4.542354904,225795,1308744.663,8184200,3,548781.9375,2044368.995,8209341,3,399054.7273,1745776.179,8209675,15,522971,0,522971,522971,8184200,0,8184200,8184200,0
34332,40011,6,464817,860.5537233,25.8166117,42256.09091,70581.1349,209728,32,77469.5,99580.77538,248123,44,84474.5,102696.0835,209728,239,0,0,0,0,0,0,0,0,0
54472,21,6,9131138,860.6813302,5.147222613,198503,619828.0266,4187415,23,380464.0833,825444.6166,4187415,26,223077.9048,164412.6537,739573,50,0,0,0,0,0,0,0,0,0
26590,53,17,203287,860.851899,9.838307418,203287,0,203287,203287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59991,12431,6,1277246,861.2279858,7.046410793,159655.75,123210.3847,352188,3009,259020.25,194262.662,475366,38248,358984,293445.8672,665508,80651,0,0,0,0,0,0,0,0,0
47785,443,6,9971298,861.3723108,6.81957354,148825.3433,797746.0685,4995248,13,331505.4333,1180703.008,4995248,16,136476.8056,718872.6025,4326861,24,0,0,0,0,0,0,0,0,0
59274,53,17,290211,861.4421921,6.891537537,290211,0,290211,290211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51434,161,17,9650886,861.682544,8.91109894,113539.8353,833741.2208,7609852,31,229705.9286,1186861.677,7640328,31,229585.381,1182813.044,7613589,2142,30604,0,30604,30604,7609852,0,7609852,7609852,0
26590,53,17,203082,861.7208812,9.848238643,203082,0,203082,203082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51434,161,17,9649074,861.8443594,8.912772355,113518.5176,833675.2418,7609352,47,229664.5476,1186741.646,7639434,47,229514.119,1182762.868,7613360,2542,30256,0,30256,30256,7609352,0,7609352,7609352,0
443,60098,6,5801687,861.9906589,3.61963684,290084.35,1083176.691,4871119,26,580102.8,1514731.21,4871119,26,644625.5556,1671190.064,5085779,48,0,0,0,0,0,0,0,0,0
42049,443,6,9979932,862.0299216,4.909853093,207915.25,996656.8053,6218928,3,474022.9524,1493946.915,6252485,5,383842.0385,1347797.145,6244181,3,3735478,0,3735478,3735478,6218928,0,6218928,6218928,0
51434,161,17,9636335,862.9836966,8.924554823,113368.6471,832444.7847,7597900,46,229356.7619,1184888.327,7627578,46,229246.3095,1180860.113,7601004,2418,29847,0,29847,29847,7597900,0,7597900,7597900,0
34929,443,6,122790,863.2624807,32.57594267,40930,70704.94522,122573,40,0,0,0,0,108.5,96.87362902,177,40,0,0,0,0,0,0,0,0,0
37864,465,6,3065386,863.5127844,10.76536528,95793.3125,147699.4726,693247,23,208831.2143,256348.2338,835166,319,171893.8824,174888.7522,693247,35,0,0,0,0,0,0,0,0,0
37431,465,6,2559844,863.7245082,12.11011296,85328.13333,176408.1913,952209,15,202380.5,291104.0448,1084577,213,142500.7059,218763.5686,952209,34,0,0,0,0,0,0,0,0,0
51434,161,17,9627503,863.7753735,8.932741958,113264.7412,831072.8075,7586650,49,229143.4286,1183058.446,7617037,49,229043.7381,1178952.386,7590107,2414,30564,0,30564,30564,7586650,0,7586650,7586650,0
58167,443,6,4989400,864.8334469,2.805948611,383800,770175.0802,2179556,45,712771.4286,968678.13,2179556,47,997642.6,1027409.242,2217566,198041,0,0,0,0,0,0,0,0,1
46711,443,6,9964829,864.8417349,5.318706422,191631.3269,826230.7567,4865849,2,473317,1275051.598,4891221,2,331807.7333,1081294.299,4891115,5,0,0,0,0,0,0,0,0,0
42908,465,6,2581607,864.9651167,13.17009134,78230.51515,211943.8445,989996,36,210792.5,319521.4075,993957,997,125824.1,263444.8757,989996,36,0,0,0,0,0,0,0,0,0
37872,465,6,3072995,865.2796376,10.7387093,96031.09375,151838.6557,718235,22,209480.5714,264813.015,882952,361,172000.1176,180132.2817,718235,26,0,0,0,0,0,0,0,0,0
37883,465,6,3065496,865.4390676,10.11255601,102183.2,155380.9395,698871,26,243610.25,268675.7058,843329,153,171770.5882,178011.128,698871,26,0,0,0,0,0,0,0,0,0
60077,14783,6,9818893,865.4743462,6.314357433,160965.459,185417.9533,747323,17,265375.4865,339506.2601,1217379,17,415226.4783,289960.8832,1009725,19273,0,0,0,0,0,0,0,0,0
42852,465,6,2528015,865.5011936,14.63598911,70222.63889,199223.2475,995304,37,165277,289258.7182,997201,260,123586.25,257370.6565,995304,37,0,0,0,0,0,0,0,0,0
58167,443,6,7525435,865.863568,3.189184413,327192.8261,678534.5761,2579482,45,684130.4545,865013.5369,2579482,457,684105.0909,883245.1296,2623668,355,0,0,0,0,0,0,0,0,1
37868,465,6,3056774,865.9456015,10.14141052,101892.4667,156930.8004,743146,25,243009.5,276620.6355,909047,2124,171396.8235,183472.3825,743146,25,0,0,0,0,0,0,0,0,0
5510,465,6,35790,866.1637329,83.82229673,17895,25068.34961,35621,169,17895,25068.34961,35621,169,0,0,0,0,0,0,0,0,0,0,0,0,0
42921,465,6,2530589,866.2015049,13.43560728,76684.51515,205653.6565,974147,34,190894.5385,303051.0786,977677,366,130556.8421,260486.458,974147,34,0,0,0,0,0,0,0,0,0
49539,32620,17,50792,866.278154,39.37627973,50792,0,50792,50792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37855,465,6,3029013,866.2887878,9.57407578,108179.0357,160822.0373,701014,18,262527.1818,275085.5763,846140,644,180332.0625,181933.4841,701014,28,0,0,0,0,0,0,0,0,0
54420,443,6,8012274,866.5455026,2.371361738,445126.3333,768157.5696,3001773,53,890231.4444,900495.1506,3002336,53,1001486.25,892887.6097,3001964,68334,0,0,0,0,0,0,0,0,1
51413,6881,17,133845,866.674138,14.94265755,133845,0,133845,133845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,10743,6,1200905,866.8462535,18.31951736,57185.95238,60629.98492,155513,34,90373.76923,55251.70065,155513,64,171043.4286,73874.06955,212827,4648,0,0,0,0,0,0,0,0,0
443,61802,17,5047824,866.9081965,2.377261965,458893.0909,1383847.149,4623955,1,1004469,2041592.634,4649372,1,1004481.4,2027388.659,4624245,74,0,0,0,0,0,0,0,0,0
44923,443,6,5542761,867.0768954,10.82493003,93945.10169,388168.9745,2938762,20,235303.9565,643273.7565,3068654,54,154562.0286,525686.9241,3067945,20,0,0,0,0,0,0,0,0,0
49539,64982,17,50711,867.6618485,39.43917493,50711,0,50711,50711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,5353,17,655571,867.9456535,3.050775583,655571,0,655571,655571,655571,0,655571,655571,0,0,0,0,0,0,0,0,0,0,0,0,0
56931,45411,6,3358057,868.061501,11.9116501,86104.02564,264841.7879,1559017,21,186558.7222,372667.8497,1559184,238,164629.4,356548.5596,1559059,322,0,0,0,0,0,0,0,0,0
5353,5353,17,655461,868.0913128,3.051287567,655461,0,655461,655461,655461,0,655461,655461,0,0,0,0,0,0,0,0,0,0,0,0,0
10715,993,6,1568876,868.1374436,19.75936913,52295.86667,58813.43061,156096,21,130739.6667,87276.24185,204792,145,79712.94118,61333.51342,156096,67,0,0,0,0,0,0,0,0,0
55553,443,6,9991224,868.1618989,3.903425646,262926.9474,1533915.407,9467719,1,622881.4375,2366343.977,9493464,1,474576.4762,2066848.299,9492780,6,115751,0,115751,115751,9467719,0,9467719,9467719,0
38931,443,6,9906955,868.1779618,2.523479717,412789.7917,1563597.519,7703658,12,825579.5833,2177542.774,7703658,59,196787.7273,234823.4698,736458,202,38579,0,38579,38579,7703658,0,7703658,7703658,1
34332,40011,6,129000,868.2170543,46.51162791,25800,56578.16834,127004,27,42477.33333,73225.62591,127031,181,1815,0,1815,1815,0,0,0,0,0,0,0,0,0
